,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,24x6Wj,25-34 years old,2,"At home, At a cafe","Pour over, Other",Aeropress,,,Other,Iced Latte,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,"Raw Sugar (Turbinado), Brown Sugar",Bright,Somewhat light,Light,Full caffeine,7.0,1.0,3.0,3.0,"Very full acidity, citrus notes, classical third wave coffee, no milk coffee",2.0,2.0,4.0,"Mellow, mild acidity, very coffee-like coffee, versatile flavor profile, good with milk",3.0,1.0,3.0,"Low acidity, roasty chocolate flavours, good daily driver similar to the George Howell, good with milk",1.0,4.0,2.0,"VERY berry forward, tart blueberries, raspberry, funky, experimental. Fun at a cafe, not for daily drinking.",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,,Yes,Yes,$8-$10,$6-$8,Yes,$50-$100,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,pLPEL1,>65 years old,3,At home,"Espresso, Instant coffee",,,,Espresso,,Other,"Espresso: Black, Instant: Creamer+Sugar",,,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,4.0,3.0,2.0,Sour,2.0,2.0,3.0,Stale,1.0,1.0,5.0,Tasty,3.0,1.0,1.0,Awful,Coffee C,Coffee A,Coffee C,,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Retired,,No affiliation
1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,qbErYG,25-34 years old,4,At home,Espresso,,,,Espresso,,No - just black,,,,Full Bodied,Very strong,Medium,Full caffeine,6.0,1.0,4.0,3.0,Standard US Drip coffee,2.0,2.0,3.0,Boring pancake house coffee,3.0,1.0,4.0,"Nice blend, consistent throughout",2.0,4.0,2.0,By itself it was overwhelming but between other coffees was a nice Change up,Coffee C,Coffee A,Coffee C,I primarily work in person,$60-$80,"I need the caffeine, It tastes good, It makes me go to the bathroom",,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,6dQlWP,35-44 years old,3,At home,"Pour over, Espresso",,,,Espresso,,No - just black,,,,Fruity,Somewhat strong,Medium,Full caffeine,4.0,3.0,4.0,3.0,sharp fruit,2.0,2.0,3.0,nuts,3.0,1.0,2.0,veg,5.0,3.0,5.0,"dark chocolate, rich fruit, funky",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Independent
1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,OAB2Aa,25-34 years old,2,"At a cafe, At home","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Coffee creamer,Granulated Sugar,Bright,Medium,Light,Full caffeine,8.0,1.0,5.0,5.0,"Rich, darker type of fruits",3.0,3.0,4.0,Good “coffee” coffee.,4.0,2.0,3.0,Robusta-y?,2.0,4.0,5.0,Natural ofc,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,,Master's degree,White/Caucasian,,Employed part-time,,Democrat
1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,OAB2b7,25-34 years old,2,"On the go, At home, At a cafe",Pour over,,Specialty coffee shop,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,7.0,3.0,1.0,4.0,Chocolatey / thick - quite lovely,3.0,2.0,2.0,"Quite light, nutty, flavor weakens as it gets colder",2.0,4.0,3.0,"Roasty but light, some fruit - dark fruit?",1.0,5.0,5.0,"High acidity, fruity, berries, hogo",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,It tastes good,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Unemployed,,Democrat
1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,vNxZMd,35-44 years old,2,At home,"Pour over, Other",Clever Dripper,,,Pourover,,No - just black,,,,Sweet,Somewhat strong,Light,Decaf,5.0,1.0,3.0,4.0,"There was a moment after it cooled where I tasted Granny Smith apple -- very acidic, somewhat tart, interesting fruity notes. Mild sweetness.",2.0,2.0,3.0,"Very middle of the road for me. Sweetness, some chocolate-like earthiness, but not very adventurous.",2.0,2.0,3.0,"Again, somewhat middle of the road. It's a lovely balanced cup, slightly more acidic than B, not bitter. Interesting, but I feel the proper description for me would be ""inoffensive.""",2.0,3.0,5.0,"Out of the four on offer, I like this one the most, by far. A variety of fruit flavors, great acidity without being overbearing, plenty of complexity as the cup cooled. It's the cup I kept going back to when comparing the other three coffees.",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,More than $20,$4-$6,No,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,eBxXVe,45-54 years old,2,At home,Pour over,,,,Espresso,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,3.0,4.0,"Nice full bodied texture. Balanced, inoffensive. Not super interesting",3.0,3.0,3.0,"Dry powdery finish for texture. Flavor was fine, not something I would order again.",3.0,2.0,2.0,Thin watery texture. Not a flavor profile I like.,2.0,4.0,5.0,"Good full rounded texture. Very fruity, some sour funky notes. I really liked this, and found it to be the most interesting",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,DVvG6Z,35-44 years old,Less than 1,At the office,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,"Oat milk, Soy milk",,Floral,Somewhat light,Medium,Decaf,1.0,3.0,4.0,3.0,Veggie,4.0,3.0,2.0,,2.0,2.0,3.0,,1.0,4.0,5.0,Fruity,Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"I need the caffeine, Other","To share the experience with my partner, who loves coffee",Yes,No,$8-$10,$10-$15,No,Less than $20,No,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed part-time,,No affiliation
1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,QABQqX,35-44 years old,Less than 1,At home,"Instant coffee, Pour over",,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Half and half, Coffee creamer",,Nutty,Somewhat strong,Dark,Decaf,5.0,3.0,4.0,3.0,Bright with notes of caramelized pear,3.0,3.0,4.0,Like a really good diner coffee,4.0,2.0,3.0,Most like a diner coffee. Solid and dependable,4.0,3.0,2.0,"Full of character!  Dark chocolate notes, but very fruity forward like cherry, prune, plum, dates, maybe even a hint of pomegranate.  Reminds me of winter.  Sturdy enough to handle foamed milk, or half and half.",Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,It tastes good,,Yes,No,$4-$6,$2-$4,No,Less than $20,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,ZdR7Dy,18-24 years old,2,"At the office, At a cafe, At home, On the go","Pour over, French press, Espresso",,"Local cafe, Specialty coffee shop, Deli or supermarket",,Mocha,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,2.0,4.0,2.0,,3.0,2.0,3.0,,4.0,3.0,4.0,,1.0,5.0,2.0,,Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,,,,
1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,GrBGXp,45-54 years old,2,At home,Other,AeroPress,,,Mocha,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Skim milk, Almond milk",,Caramalized,Somewhat strong,Light,Full caffeine,6.0,1.0,4.0,4.0,"Hazelnut
Light mouth",3.0,2.0,4.0,Nutty,4.0,1.0,4.0,Chocolate ganache,3.0,5.0,4.0,"Blueberry
Thick mouth",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,,Yes,Yes,$10-$15,$10-$15,No,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,rlr4PX,25-34 years old,1,At home,Other,Aeropress,,,Cortado,,No - just black,,,,Fruity,Very strong,Light,Full caffeine,8.0,3.0,5.0,1.0,"Bright, grape fruit, sour",3.0,1.0,4.0,"Nutty, Macadamia nut, oaky, dry, thin. Would love as a latte.",4.0,2.0,4.0,"Carmel, coca, thin",1.0,4.0,5.0,"Fruity, Black berries, sweet",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$8-$10,No,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,LdMr0l,35-44 years old,2,"On the go, At a cafe, At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Espresso",,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Deli or supermarket",,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Full Bodied,Somewhat strong,Dark,Full caffeine,5.0,3.0,2.0,3.0,Bright,3.0,2.0,4.0,"Warm, cozy",4.0,3.0,2.0,,2.0,4.0,4.0,"Blueberry, chocolate",Coffee B,Coffee D,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,,Bachelor's degree,Other (please specify),White Latina,Employed full-time,,Democrat
1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,eBxJ00,25-34 years old,2,At the office,,,,,Regular drip coffee,,No - just black,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,2.0,2.0,3.0,3.0,,3.0,2.0,1.0,,3.0,2.0,3.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,zKQ90R,25-34 years old,2,"At the office, At home",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Sweet,Medium,Dark,Full caffeine,1.0,2.0,3.0,1.0,"Tasted muddy to me but out of all of them, the most drinkable",5.0,1.0,1.0,"It was very bitter, I would enjoy this in a latte only",3.0,3.0,2.0,This felt the most balanced and I think others would like this the most but this has taught me I really don’t font like black coffee,1.0,5.0,1.0,"The acidity on this dominated… I tasted these more at room temperature. I would only enjoy this with something sweet like ripe fruit or white chocolate, I think. The tasting note is vaguely some sort of citrus/sour fruit.",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"I need the ritual, It tastes good, I need the caffeine, It makes me go to the bathroom, Other",All of the above and it’s a cue for me to be productive,No,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,J2kPVo,35-44 years old,2,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Agave Nectar,Bright,Medium,Medium,Full caffeine,3.0,1.0,3.0,4.0,Perceived acidity increased as it cooled,3.0,2.0,3.0,Tasted darker than my preference,4.0,3.0,2.0,"Tasted less bitter as it cooled, improving",2.0,5.0,3.0,"Most different of the four, sweet/floral",Coffee A,Coffee A,Coffee A,,$20-$40,"It tastes good, I need the caffeine",,Yes,No,$10-$15,$10-$15,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,No affiliation
1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,42N6jr,55-64 years old,3,"At the office, At home, On the go",Coffee brewing machine (e.g. Mr. Coffee),,"National chain (e.g. Starbucks, Dunkin), Deli or supermarket",,Pourover,,Sugar or sweetener,,,Granulated Sugar,Full Bodied,Medium,Medium,Full caffeine,4.0,3.0,4.0,2.0,"Lighter in flavor, fruit flavors",3.0,3.0,3.0,"Tastes like a more readily available coffee, tastes more like a starbucks or dunkin coffee. Just tastes like ""coffee"". More balanced with each taste. Chocolate.",5.0,4.0,1.0,"More bitter with each taste, definitely needs something to sweeten it up.",2.0,3.0,3.0,"Fruity, more fruity with each taste, more bitter with each taste.",Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,"I need the caffeine, It tastes good",,Yes,No,$6-$8,$6-$8,Yes,Less than $20,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,qbErd5,35-44 years old,1,At home,"Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), French press",,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,"Oat milk, Soy milk, Coffee creamer",,Nutty,Medium,Light,Full caffeine,3.0,4.0,3.0,2.0,Bright,2.0,2.0,4.0,Smooth,2.0,2.0,4.0,Yum,2.0,3.0,3.0,Cherry,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$6-$8,,Less than $20,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,8dpBAO,25-34 years old,2,"At home, At the office",Espresso,,,,Americano,,No - just black,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,5.0,1.0,2.0,3.0,,2.0,2.0,4.0,,2.0,1.0,5.0,,3.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,DVv81l,18-24 years old,1,At home,"Pour over, Espresso",,,,Regular drip coffee,,No - just black,,,,Chocolatey,Medium,Medium,Full caffeine,6.0,1.0,5.0,4.0,Lemon,5.0,2.0,5.0,"Intense, sort of dark chocolate",4.0,3.0,3.0,"Fruitier chocolate, less intense",2.0,3.0,5.0,"Fermented kinda funk, grapefruit maybe",Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,,Yes,Yes,$4-$6,$8-$10,Yes,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Independent
1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,PABxBV,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,3.0,5.0,3.0,Some berry & chocolate?,2.0,3.0,3.0,A bit earthy & creamy,3.0,3.0,4.0,Sweet at the beginning,1.0,4.0,3.0,Very fruity,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Homemaker,,Democrat
1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,5dq7jb,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Juicy,Medium,Light,Full caffeine,5.0,2.0,3.0,4.0,Tasted better cooled.,3.0,2.0,4.0,"Dark, chocolately, better warm.",3.0,3.0,2.0,,2.0,3.0,4.0,Fruity.,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,,Yes,Yes,$4-$6,$4-$6,Yes,$20-$50,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1r2ePM,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Juicy,,Light,Full caffeine,5.0,2.0,4.0,4.0,"Very caramel-y to start, did not enjoy. As it cooled it became more acidic, fruit acid but couldn't place the fruit. Ended up really liking it a little cooler. I think I might really like it for iced coffee. Wish I could order more to experiment with iced coffee.",4.0,2.0,2.0,"Really hard to place any particular flavor notes, but it had some complexity. Tasted like the upsell 'fancy coffee' I might get at a sitdown breakfast restaurant.",5.0,1.0,2.0,I really couldn't tell much of what was going on here. Tasted like the coffee that made me think I didn't like coffee.,1.0,3.0,5.0,"Wow! Immediate strong cherry flavor came through, very juicy and complex. Most enjoyable when warm-hot. Wish I could order more.",Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,It tastes good,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1r2e7b,35-44 years old,2,"At home, At a cafe","Pour over, French press",,,,Pourover,,No - just black,,,,Sweet,Somewhat light,Nordic,Full caffeine,8.0,2.0,4.0,4.0,"Floral, strawberries, tropical",3.0,1.0,3.0,"Preference went down as it cooled, too roasted, hazelnuts, roasted almonds, pears.",2.0,3.0,3.0,"Peaches, chocolate, maple syrup",1.0,5.0,4.0,"Floral, blackberry, red berry, juicy, brown sugar, funky",Coffee A,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$15-$20,$15-$20,Yes,$300-$500,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,ZdR71z,25-34 years old,1,"At a cafe, At the office, At home",Pour over,,,,Pourover,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,4.0,2.0,4.0,4.0,"Caramelly, lemon-apple, brown sugar. Much better cooled to me",3.0,2.0,2.0,"Milk chocolate, took a while to understand",4.0,1.0,1.0,"Dark chocolate, changed a lot from sip to sip. At one point had a bad lingering aftertaste",1.0,3.0,3.0,"Vegetal, wine grapes? Full, mouth coating feel, round?",Coffee A,Coffee A,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,LdMrWJ,35-44 years old,2,"At the office, On the go, At home, At a cafe","Pour over, French press, Other",Moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",,Pourover,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Whole milk,Raw Sugar (Turbinado),Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,3.0,4.0,"Plum, Pecan pie",3.0,2.0,4.0,"Chocolate, Orange, Floral",3.0,2.0,3.0,"Chocolate, molasses, apple",2.0,3.0,4.0,"Blackberry, Lemon, Herbal",Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",,Yes,No,$10-$15,More than $20,Yes,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Independent
1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,6dQlOJ,25-34 years old,1,At the office,,,,,Latte,,No - just black,,,,Nutty,Somewhat strong,Medium,Half caff,3.0,3.0,4.0,3.0,"Fruity, berries",4.0,3.0,4.0,Charred pizza crust. Probably really good with creamer or served with a cheesecake.,4.0,2.0,3.0,Basic diner coffee. Balanced.,2.0,5.0,2.0,Caramel. Watery.,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,It tastes good,,Yes,No,$4-$6,$6-$8,Yes,$20-$50,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Unemployed,,No affiliation
1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,KMBEyk,25-34 years old,3,"At home, At a cafe, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,"Local cafe, National chain (e.g. Starbucks, Dunkin)",,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Nutty,Medium,Medium,Full caffeine,3.0,1.0,3.0,4.0,"Nutty, grape, praline",4.0,1.0,1.0,Dark chocolate,5.0,1.0,3.0,"Dark chocolate, plum",2.0,5.0,4.0,Blueberry,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",,Yes,No,$4-$6,$6-$8,Yes,$50-$100,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,bl4pNL,18-24 years old,1,"At home, At the office",Espresso,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,"Artificial Sweeteners (e.g., Splenda), Stevia",Full Bodied,Somewhat strong,Dark,Full caffeine,7.0,3.0,2.0,4.0,,5.0,2.0,1.0,,4.0,3.0,2.0,,2.0,5.0,4.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"I need the caffeine, It tastes good, I need the ritual",,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,,Bachelor's degree,Other (please specify),"white, asian",Employed full-time,,No affiliation
1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,xdNq0r,25-34 years old,3,At home,"Pour over, Espresso",,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,5.0,3.0,"Citrusy, honey",2.0,3.0,2.0,"Chocolate, pear",4.0,2.0,2.0,White grapes,3.0,3.0,4.0,"Dried fruit, Cranberries",Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,,,,
1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,eBxJYO,55-64 years old,4,At home,Pod/capsule machine (e.g. Keurig/Nespresso),,,,Americano,,No - just black,,,,Bold,Very strong,Dark,Full caffeine,5.0,4.0,2.0,3.0,"Bitter aftertaste, smooth",3.0,2.0,5.0,"Smooth, full body, almost sweet",3.0,2.0,2.0,Bitter aftertaste,4.0,3.0,1.0,"Sour, tasted worse over time, overly tart",Coffee B,Coffee A,Coffee B,,,,,,,,,,,,,,,,,,,
1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,VZ162J,45-54 years old,2,"At home, On the go","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",,"Deli or supermarket, Local cafe",,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Almond milk, Oat milk","Artificial Sweeteners (e.g., Splenda)",Full Bodied,Very strong,Dark,Full caffeine,5.0,1.0,2.0,5.0,Sweet,2.0,3.0,4.0,"Dark, and chocolate",5.0,5.0,1.0,Dark and wood notes,5.0,5.0,3.0,Tasted like apple cider vinegar,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"I need the ritual, It tastes good",,Yes,Yes,$8-$10,$2-$4,No,$300-$500,Yes,Female,,Bachelor's degree,Other (please specify),"White, Black, Native American",Homemaker,More than 3,Democrat
1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,rlr4p5,35-44 years old,3,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,4.0,3.0,5.0,,4.0,1.0,2.0,,3.0,3.0,3.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,2,Independent
1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,6dQl1k,25-34 years old,1,"At home, At a cafe","Cold brew, French press, Pour over, Other",Aeropress,,,Cortado,,No - just black,,,,Full Bodied,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,Citrusy and bright,3.0,2.0,3.0,,4.0,3.0,4.0,Idealized diner coffee,3.0,4.0,5.0,Ripe blueberries,Coffee C,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,aBrLk9,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Floral,Somewhat strong,Light,Full caffeine,6.0,1.0,3.0,5.0,"smooth and sweet, reminds me of flavored sparking water",3.0,2.0,2.0,"diner coffee but clean, a bit diluted, chocolatey, least unique",2.0,4.0,4.0,"tart, meringue",1.0,5.0,3.0,"very fruity, blueberry cake",Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,
1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,jB9R0a,35-44 years old,1,At home,"Other, Espresso, Pour over",Aeropress,,,Americano,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Chocolatey,Very strong,Medium,Full caffeine,6.0,2.0,4.0,2.0,"Felt like it didn't lean hard enough into the fruity notes for my tastes, which put it in a wierd spot.

Additionally, as a milk drink it fared quite a bit better than D.",3.0,2.0,5.0,"My favourite of the 4, it would make a great daily driver coffee. It hit all of the flavours I like seeing in coffee. 

As a milk drink, it was second best, behind C as it didn't synergize as well with the dairy.",4.0,1.0,4.0,"Similar to B, a nice candidate for daily driver, but I'd put it just a bit lower. It felt less interesting to drink than B, although it was still fairly good overall.",2.0,5.0,3.0,"This coffee is the sort of coffee I would go to a cafe or buy small bags of specialty beans for. Very aggressive and fruity, I think it's aggressive enough that I would probably enjoy it less on a daily basis. 

Also as a milk drink it was teetering towards undrinkable, it really didn't work well with milk at all.",Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,It tastes good,,Yes,Yes,$10-$15,$15-$20,,"More than $1,000",No,Male,,Some college or associate's degree,Black/African American,,Employed full-time,,Democrat
